day,year,high,low,rain,snow,date,day_num,month_num,dow,dow_name,month
June 28,2010,96,78,0.11,0.0,2010-06-28,28,6,0,Monday,June
June 29,2010,92,74,0.0,0.0,2010-06-29,29,6,1,Tuesday,June
June 30,2010,81,65,0.0,0.0,2010-06-30,30,6,2,Wednesday,June
July 1,2010,80,63,0.0,0.0,2010-07-01,1,7,3,Thursday,July
July 2,2010,82,61,0.0,0.0,2010-07-02,2,7,4,Friday,July
July 3,2010,89,63,0.0,0.0,2010-07-03,3,7,5,Saturday,July
July 4,2010,96,69,0.0,0.0,2010-07-04,4,7,6,Sunday,July
July 5,2010,98,73,0.0,0.0,2010-07-05,5,7,0,Monday,July
July 6,2010,102,76,0.0,0.0,2010-07-06,6,7,1,Tuesday,July
July 7,2010,103,80,0.0,0.0,2010-07-07,7,7,2,Wednesday,July
July 8,2010,90,76,0.0,0.0,2010-07-08,8,7,3,Thursday,July
July 9,2010,91,74,0.01,0.0,2010-07-09,9,7,4,Friday,July
July 10,2010,81,74,0.54,0.0,2010-07-10,10,7,5,Saturday,July
July 11,2010,91,74,0.0,0.0,2010-07-11,11,7,6,Sunday,July
July 12,2010,91,71,0.24,0.0,2010-07-12,12,7,0,Monday,July
July 13,2010,88,72,1.43,0.0,2010-07-13,13,7,1,Tuesday,July
July 14,2010,84,72,2.88,0.0,2010-07-14,14,7,2,Wednesday,July
July 15,2010,90,74,0.0,0.0,2010-07-15,15,7,3,Thursday,July
July 16,2010,97,76,0.0,0.0,2010-07-16,16,7,4,Friday,July
July 17,2010,93,73,0.37,0.0,2010-07-17,17,7,5,Saturday,July
July 18,2010,94,78,0.0,0.0,2010-07-18,18,7,6,Sunday,July
July 19,2010,93,74,0.68,0.0,2010-07-19,19,7,0,Monday,July
July 20,2010,86,75,0.0,0.0,2010-07-20,20,7,1,Tuesday,July
July 21,2010,93,75,0.08,0.0,2010-07-21,21,7,2,Wednesday,July
July 22,2010,91,74,0.0,0.0,2010-07-22,22,7,3,Thursday,July
July 23,2010,96,75,0.0,0.0,2010-07-23,23,7,4,Friday,July
July 24,2010,97,83,0.0,0.0,2010-07-24,24,7,5,Saturday,July
July 25,2010,95,71,0.05,0.0,2010-07-25,25,7,6,Sunday,July
July 26,2010,87,68,0.0,0.0,2010-07-26,26,7,0,Monday,July
July 27,2010,88,70,0.0,0.0,2010-07-27,27,7,1,Tuesday,July
July 28,2010,89,75,0.0,0.0,2010-07-28,28,7,2,Wednesday,July
July 29,2010,91,76,0.0,0.0,2010-07-29,29,7,3,Thursday,July
July 30,2010,85,68,0.0,0.0,2010-07-30,30,7,4,Friday,July
July 31,2010,86,68,0.0,0.0,2010-07-31,31,7,5,Saturday,July
August 1,2010,83,68,0.02,0.0,2010-08-01,1,8,6,Sunday,August
August 2,2010,84,66,0.0,0.0,2010-08-02,2,8,0,Monday,August
August 3,2010,87,73,0.0,0.0,2010-08-03,3,8,1,Tuesday,August
August 4,2010,90,76,0.02,0.0,2010-08-04,4,8,2,Wednesday,August
August 5,2010,91,77,0.0,0.0,2010-08-05,5,8,3,Thursday,August
August 6,2010,89,73,0.0,0.0,2010-08-06,6,8,4,Friday,August
August 7,2010,88,67,0.0,0.0,2010-08-07,7,8,5,Saturday,August
August 8,2010,91,72,0.0,0.0,2010-08-08,8,8,6,Sunday,August
August 9,2010,94,74,0.0,0.0,2010-08-09,9,8,0,Monday,August
August 10,2010,95,78,0.0,0.0,2010-08-10,10,8,1,Tuesday,August
August 11,2010,96,79,0.0,0.0,2010-08-11,11,8,2,Wednesday,August
August 12,2010,85,75,0.11,0.0,2010-08-12,12,8,3,Thursday,August
August 13,2010,85,71,0.0,0.0,2010-08-13,13,8,4,Friday,August
August 14,2010,87,67,0.0,0.0,2010-08-14,14,8,5,Saturday,August
August 15,2010,80,69,0.1,0.0,2010-08-15,15,8,6,Sunday,August
August 16,2010,93,74,0.0,0.0,2010-08-16,16,8,0,Monday,August
August 17,2010,91,77,0.0,0.0,2010-08-17,17,8,1,Tuesday,August
August 18,2010,79,69,0.06,0.0,2010-08-18,18,8,2,Wednesday,August
August 19,2010,89,70,0.0,0.0,2010-08-19,19,8,3,Thursday,August
August 20,2010,93,71,0.0,0.0,2010-08-20,20,8,4,Friday,August
August 21,2010,89,69,0.0,0.0,2010-08-21,21,8,5,Saturday,August
August 22,2010,85,72,1.87,0.0,2010-08-22,22,8,6,Sunday,August
August 23,2010,83,66,0.01,0.0,2010-08-23,23,8,0,Monday,August
August 24,2010,73,65,0.0,0.0,2010-08-24,24,8,1,Tuesday,August
August 25,2010,79,66,0.0,0.0,2010-08-25,25,8,2,Wednesday,August
August 26,2010,85,67,0.0,0.0,2010-08-26,26,8,3,Thursday,August
August 27,2010,81,60,0.0,0.0,2010-08-27,27,8,4,Friday,August
August 28,2010,85,62,0.0,0.0,2010-08-28,28,8,5,Saturday,August
August 29,2010,94,65,0.0,0.0,2010-08-29,29,8,6,Sunday,August
August 30,2010,95,70,0.0,0.0,2010-08-30,30,8,0,Monday,August
August 31,2010,96,73,0.0,0.0,2010-08-31,31,8,1,Tuesday,August
September 1,2010,96,76,0.0,0.0,2010-09-01,1,9,2,Wednesday,September
September 2,2010,95,74,0.0,0.0,2010-09-02,2,9,3,Thursday,September
September 3,2010,90,73,0.0,0.0,2010-09-03,3,9,4,Friday,September
September 4,2010,81,65,0.0,0.0,2010-09-04,4,9,5,Saturday,September
September 5,2010,77,59,0.0,0.0,2010-09-05,5,9,6,Sunday,September
September 6,2010,83,58,0.0,0.0,2010-09-06,6,9,0,Monday,September
September 7,2010,90,66,0.0,0.0,2010-09-07,7,9,1,Tuesday,September
September 8,2010,91,67,0.0,0.0,2010-09-08,8,9,2,Wednesday,September
September 9,2010,74,62,0.0,0.0,2010-09-09,9,9,3,Thursday,September
September 10,2010,75,60,0.0,0.0,2010-09-10,10,9,4,Friday,September
September 11,2010,80,59,0.0,0.0,2010-09-11,11,9,5,Saturday,September
September 12,2010,68,62,0.21,0.0,2010-09-12,12,9,6,Sunday,September
September 13,2010,80,61,0.0,0.0,2010-09-13,13,9,0,Monday,September
September 14,2010,81,61,0.0,0.0,2010-09-14,14,9,1,Tuesday,September
September 15,2010,79,59,0.0,0.0,2010-09-15,15,9,2,Wednesday,September
September 16,2010,86,59,0.28,0.0,2010-09-16,16,9,3,Thursday,September
September 17,2010,79,59,0.12,0.0,2010-09-17,17,9,4,Friday,September
September 18,2010,76,55,0.0,0.0,2010-09-18,18,9,5,Saturday,September
September 19,2010,82,61,0.0,0.0,2010-09-19,19,9,6,Sunday,September
September 20,2010,78,60,0.0,0.0,2010-09-20,20,9,0,Monday,September
September 21,2010,77,54,0.0,0.0,2010-09-21,21,9,1,Tuesday,September
September 22,2010,90,64,0.15,0.0,2010-09-22,22,9,2,Wednesday,September
September 23,2010,86,68,0.0,0.0,2010-09-23,23,9,3,Thursday,September
September 24,2010,92,68,0.0,0.0,2010-09-24,24,9,4,Friday,September
September 25,2010,89,72,0.0,0.0,2010-09-25,25,9,5,Saturday,September
September 26,2010,72,65,0.04,0.0,2010-09-26,26,9,6,Sunday,September
September 27,2010,79,65,0.21,0.0,2010-09-27,27,9,0,Monday,September
September 28,2010,80,69,0.06,0.0,2010-09-28,28,9,1,Tuesday,September
September 29,2010,75,62,0.0,0.0,2010-09-29,29,9,2,Wednesday,September
September 30,2010,81,69,2.41,0.0,2010-09-30,30,9,3,Thursday,September
October 1,2010,76,57,3.0,0.0,2010-10-01,1,10,4,Friday,October
October 2,2010,69,51,0.0,0.0,2010-10-02,2,10,5,Saturday,October
October 3,2010,66,52,0.05,0.0,2010-10-03,3,10,6,Sunday,October
October 4,2010,55,51,0.3,0.0,2010-10-04,4,10,0,Monday,October
October 5,2010,58,52,0.29,0.0,2010-10-05,5,10,1,Tuesday,October
October 6,2010,63,51,0.01,0.0,2010-10-06,6,10,2,Wednesday,October
October 7,2010,75,53,0.0,0.0,2010-10-07,7,10,3,Thursday,October
October 8,2010,77,51,0.0,0.0,2010-10-08,8,10,4,Friday,October
October 9,2010,78,54,0.0,0.0,2010-10-09,9,10,5,Saturday,October
October 10,2010,72,49,0.0,0.0,2010-10-10,10,10,6,Sunday,October
October 11,2010,81,57,0.0,0.0,2010-10-11,11,10,0,Monday,October
October 12,2010,74,57,0.11,0.0,2010-10-12,12,10,1,Tuesday,October
October 13,2010,66,47,0.0,0.0,2010-10-13,13,10,2,Wednesday,October
October 14,2010,59,47,0.66,0.0,2010-10-14,14,10,3,Thursday,October
October 15,2010,63,47,0.0,0.0,2010-10-15,15,10,4,Friday,October
October 16,2010,64,47,0.0,0.0,2010-10-16,16,10,5,Saturday,October
October 17,2010,74,44,0.0,0.0,2010-10-17,17,10,6,Sunday,October
October 18,2010,65,48,0.0,0.0,2010-10-18,18,10,0,Monday,October
October 19,2010,58,49,0.28,0.0,2010-10-19,19,10,1,Tuesday,October
October 20,2010,62,46,0.0,0.0,2010-10-20,20,10,2,Wednesday,October
October 21,2010,67,47,0.0,0.0,2010-10-21,21,10,3,Thursday,October
October 22,2010,57,43,0.0,0.0,2010-10-22,22,10,4,Friday,October
October 23,2010,68,41,0.0,0.0,2010-10-23,23,10,5,Saturday,October
October 24,2010,72,52,0.0,0.0,2010-10-24,24,10,6,Sunday,October
October 25,2010,76,55,0.0,0.0,2010-10-25,25,10,0,Monday,October
October 26,2010,72,62,0.0,0.0,2010-10-26,26,10,1,Tuesday,October
October 27,2010,77,67,0.31,0.0,2010-10-27,27,10,2,Wednesday,October
October 28,2010,77,55,0.0,0.0,2010-10-28,28,10,3,Thursday,October
October 29,2010,58,45,0.0,0.0,2010-10-29,29,10,4,Friday,October
October 30,2010,57,41,0.0,0.0,2010-10-30,30,10,5,Saturday,October
October 31,2010,63,42,0.0,0.0,2010-10-31,31,10,6,Sunday,October
November 1,2010,52,38,0.0,0.0,2010-11-01,1,11,0,Monday,November
November 2,2010,53,34,0.0,0.0,2010-11-02,2,11,1,Tuesday,November
November 3,2010,56,35,0.0,0.0,2010-11-03,3,11,2,Wednesday,November
November 4,2010,51,47,1.23,0.0,2010-11-04,4,11,3,Thursday,November
November 5,2010,55,45,0.01,0.0,2010-11-05,5,11,4,Friday,November
November 6,2010,52,39,0.0,0.0,2010-11-06,6,11,5,Saturday,November
November 7,2010,51,34,0.0,0.0,2010-11-07,7,11,6,Sunday,November
November 8,2010,54,42,0.0,0.0,2010-11-08,8,11,0,Monday,November
November 9,2010,60,43,0.0,0.0,2010-11-09,9,11,1,Tuesday,November
November 10,2010,63,45,0.0,0.0,2010-11-10,10,11,2,Wednesday,November
November 11,2010,58,42,0.0,0.0,2010-11-11,11,11,3,Thursday,November
November 12,2010,64,39,0.0,0.0,2010-11-12,12,11,4,Friday,November
November 13,2010,66,41,0.0,0.0,2010-11-13,13,11,5,Saturday,November
November 14,2010,66,37,0.0,0.0,2010-11-14,14,11,6,Sunday,November
November 15,2010,55,47,0.0,0.0,2010-11-15,15,11,0,Monday,November
November 16,2010,63,50,0.26,0.0,2010-11-16,16,11,1,Tuesday,November
November 17,2010,64,48,0.14,0.0,2010-11-17,17,11,2,Wednesday,November
November 18,2010,56,42,0.0,0.0,2010-11-18,18,11,3,Thursday,November
November 19,2010,50,37,0.0,0.0,2010-11-19,19,11,4,Friday,November
November 20,2010,57,39,0.0,0.0,2010-11-20,20,11,5,Saturday,November
November 21,2010,55,39,0.0,0.0,2010-11-21,21,11,6,Sunday,November
November 22,2010,60,45,0.0,0.0,2010-11-22,22,11,0,Monday,November
November 23,2010,63,47,0.0,0.0,2010-11-23,23,11,1,Tuesday,November
November 24,2010,55,40,0.0,0.0,2010-11-24,24,11,2,Wednesday,November
November 25,2010,45,38,0.08,0.0,2010-11-25,25,11,3,Thursday,November
November 26,2010,57,37,0.04,0.0,2010-11-26,26,11,4,Friday,November
November 27,2010,44,33,0.0,0.0,2010-11-27,27,11,5,Saturday,November
November 28,2010,49,32,0.0,0.0,2010-11-28,28,11,6,Sunday,November
November 29,2010,51,30,0.0,0.0,2010-11-29,29,11,0,Monday,November
November 30,2010,62,42,0.0,0.0,2010-11-30,30,11,1,Tuesday,November
December 1,2010,65,39,1.09,0.0,2010-12-01,1,12,2,Wednesday,December
December 2,2010,42,32,0.0,0.0,2010-12-02,2,12,3,Thursday,December
December 3,2010,42,33,0.0,0.0,2010-12-03,3,12,4,Friday,December
December 4,2010,40,31,0.0,0.0,2010-12-04,4,12,5,Saturday,December
December 5,2010,37,30,0.0,0.0,2010-12-05,5,12,6,Sunday,December
December 6,2010,37,31,0.0,0.0,2010-12-06,6,12,0,Monday,December
December 7,2010,36,29,0.0,0.0,2010-12-07,7,12,1,Tuesday,December
December 8,2010,35,24,0.0,0.0,2010-12-08,8,12,2,Wednesday,December
December 9,2010,34,21,0.0,0.0,2010-12-09,9,12,3,Thursday,December
December 10,2010,36,23,0.0,0.0,2010-12-10,10,12,4,Friday,December
December 11,2010,45,26,0.02,0.0,2010-12-11,11,12,5,Saturday,December
December 12,2010,60,41,0.97,0.0,2010-12-12,12,12,6,Sunday,December
December 13,2010,45,22,0.02,0.0,2010-12-13,13,12,0,Monday,December
December 14,2010,27,19,0.0,0.0,2010-12-14,14,12,1,Tuesday,December
December 15,2010,31,23,0.0,0.0,2010-12-15,15,12,2,Wednesday,December
December 16,2010,27,20,0.01,0.3,2010-12-16,16,12,3,Thursday,December
December 17,2010,35,19,0.0,0.0,2010-12-17,17,12,4,Friday,December
December 18,2010,36,21,0.0,0.0,2010-12-18,18,12,5,Saturday,December
December 19,2010,37,25,0.0,0.0,2010-12-19,19,12,6,Sunday,December
December 20,2010,38,25,0.0,0.0,2010-12-20,20,12,0,Monday,December
December 21,2010,41,30,0.0,0.0,2010-12-21,21,12,1,Tuesday,December
December 22,2010,41,28,0.0,0.0,2010-12-22,22,12,2,Wednesday,December
December 23,2010,39,31,0.0,0.0,2010-12-23,23,12,3,Thursday,December
December 24,2010,40,29,0.0,0.0,2010-12-24,24,12,4,Friday,December
December 25,2010,33,26,0.0,0.0,2010-12-25,25,12,5,Saturday,December
December 26,2010,31,22,1.05,11.6,2010-12-26,26,12,6,Sunday,December
December 27,2010,31,21,0.08,0.8,2010-12-27,27,12,0,Monday,December
December 28,2010,39,26,0.0,0.0,2010-12-28,28,12,1,Tuesday,December
December 29,2010,40,24,0.0,0.0,2010-12-29,29,12,2,Wednesday,December
December 30,2010,43,20,0.0,0.0,2010-12-30,30,12,3,Thursday,December
December 31,2010,44,27,0.0,0.0,2010-12-31,31,12,4,Friday,December
January 1,2011,54,30,0.0,0.0,2011-01-01,1,1,5,Saturday,January
January 2,2011,54,35,0.09,0.0,2011-01-02,2,1,6,Sunday,January
January 3,2011,37,27,0.0,0.0,2011-01-03,3,1,0,Monday,January
January 4,2011,41,24,0.0,0.0,2011-01-04,4,1,1,Tuesday,January
January 5,2011,39,26,0.0,0.0,2011-01-05,5,1,2,Wednesday,January
January 6,2011,36,24,0.0,0.0,2011-01-06,6,1,3,Thursday,January
January 7,2011,34,24,0.11,1.3,2011-01-07,7,1,4,Friday,January
January 8,2011,30,23,0.1,1.9,2011-01-08,8,1,5,Saturday,January
January 9,2011,32,23,0.0,0.0,2011-01-09,9,1,6,Sunday,January
January 10,2011,32,18,0.0,0.0,2011-01-10,10,1,0,Monday,January
January 11,2011,32,21,0.31,4.1,2011-01-11,11,1,1,Tuesday,January
January 12,2011,31,21,0.15,1.1,2011-01-12,12,1,2,Wednesday,January
January 13,2011,30,19,0.0,0.0,2011-01-13,13,1,3,Thursday,January
January 14,2011,31,12,0.0,0.0,2011-01-14,14,1,4,Friday,January
January 15,2011,38,20,0.0,0.0,2011-01-15,15,1,5,Saturday,January
January 16,2011,37,26,0.0,0.0,2011-01-16,16,1,6,Sunday,January
January 17,2011,28,24,0.11,0.9,2011-01-17,17,1,0,Monday,January
January 18,2011,37,28,0.67,0.1,2011-01-18,18,1,1,Tuesday,January
January 19,2011,44,33,0.05,0.0,2011-01-19,19,1,2,Wednesday,January
January 20,2011,39,32,0.0,0.0,2011-01-20,20,1,3,Thursday,January
January 21,2011,34,19,0.15,0.6,2011-01-21,21,1,4,Friday,January
January 22,2011,24,14,0.0,0.0,2011-01-22,22,1,5,Saturday,January
January 23,2011,27,13,0.0,0.0,2011-01-23,23,1,6,Sunday,January
January 24,2011,25,8,0.0,0.0,2011-01-24,24,1,0,Monday,January
January 25,2011,39,25,0.0,0.0,2011-01-25,25,1,1,Tuesday,January
January 26,2011,34,31,1.57,14.2,2011-01-26,26,1,2,Wednesday,January
January 27,2011,37,26,0.05,0.9,2011-01-27,27,1,3,Thursday,January
January 28,2011,36,26,0.02,0.1,2011-01-28,28,1,4,Friday,January
January 29,2011,35,24,0.0,0.0,2011-01-29,29,1,5,Saturday,January
January 30,2011,39,18,0.0,0.0,2011-01-30,30,1,6,Sunday,January
January 31,2011,32,23,0.01,0.0,2011-01-31,31,1,0,Monday,January
February 1,2011,33,28,0.01,0.1,2011-02-01,1,2,1,Tuesday,February
February 2,2011,42,30,0.7,0.0,2011-02-02,2,2,2,Wednesday,February
February 3,2011,34,23,0.0,0.0,2011-02-03,3,2,3,Thursday,February
February 4,2011,36,21,0.0,0.0,2011-02-04,4,2,4,Friday,February
February 5,2011,42,29,0.24,0.0,2011-02-05,5,2,5,Saturday,February
February 6,2011,44,30,0.0,0.0,2011-02-06,6,2,6,Sunday,February
February 7,2011,48,29,0.01,0.0,2011-02-07,7,2,0,Monday,February
February 8,2011,41,22,0.02,0.0,2011-02-08,8,2,1,Tuesday,February
February 9,2011,31,16,0.0,0.0,2011-02-09,9,2,2,Wednesday,February
February 10,2011,29,20,0.0,0.0,2011-02-10,10,2,3,Thursday,February
February 11,2011,40,16,0.0,0.0,2011-02-11,11,2,4,Friday,February
February 12,2011,42,22,0.0,0.0,2011-02-12,12,2,5,Saturday,February
February 13,2011,50,26,0.0,0.0,2011-02-13,13,2,6,Sunday,February
February 14,2011,62,42,0.0,0.0,2011-02-14,14,2,0,Monday,February
February 15,2011,43,30,0.0,0.0,2011-02-15,15,2,1,Tuesday,February
February 16,2011,53,26,0.0,0.0,2011-02-16,16,2,2,Wednesday,February
February 17,2011,66,42,0.0,0.0,2011-02-17,17,2,3,Thursday,February
February 18,2011,69,45,0.0,0.0,2011-02-18,18,2,4,Friday,February
February 19,2011,55,31,0.0,0.0,2011-02-19,19,2,5,Saturday,February
February 20,2011,44,26,0.0,0.0,2011-02-20,20,2,6,Sunday,February
February 21,2011,43,25,0.21,3.1,2011-02-21,21,2,0,Monday,February
February 22,2011,35,22,0.27,2.9,2011-02-22,22,2,1,Tuesday,February
February 23,2011,43,22,0.0,0.0,2011-02-23,23,2,2,Wednesday,February
February 24,2011,46,23,0.01,0.0,2011-02-24,24,2,3,Thursday,February
February 25,2011,63,35,0.9,0.0,2011-02-25,25,2,4,Friday,February
February 26,2011,44,32,0.0,0.0,2011-02-26,26,2,5,Saturday,February
February 27,2011,56,36,0.0,0.0,2011-02-27,27,2,6,Sunday,February
February 28,2011,60,42,0.28,0.0,2011-02-28,28,2,0,Monday,February
March 1,2011,48,33,0.0,0.0,2011-03-01,1,3,1,Tuesday,March
March 2,2011,58,31,0.0,0.0,2011-03-02,2,3,2,Wednesday,March
March 3,2011,36,22,0.0,0.0,2011-03-03,3,3,3,Thursday,March
March 4,2011,49,27,0.0,0.0,2011-03-04,4,3,4,Friday,March
March 5,2011,63,40,0.0,0.0,2011-03-05,5,3,5,Saturday,March
March 6,2011,60,43,1.4,0.0,2011-03-06,6,3,6,Sunday,March
March 7,2011,49,34,0.04,0.0,2011-03-07,7,3,0,Monday,March
March 8,2011,52,31,0.0,0.0,2011-03-08,8,3,1,Tuesday,March
March 9,2011,48,32,0.0,0.0,2011-03-09,9,3,2,Wednesday,March
March 10,2011,58,42,1.16,0.0,2011-03-10,10,3,3,Thursday,March
March 11,2011,54,41,0.3,0.0,2011-03-11,11,3,4,Friday,March
March 12,2011,56,41,0.0,0.0,2011-03-12,12,3,5,Saturday,March
March 13,2011,53,41,0.0,0.0,2011-03-13,13,3,6,Sunday,March
March 14,2011,48,35,0.0,0.0,2011-03-14,14,3,0,Monday,March
March 15,2011,54,33,0.01,0.0,2011-03-15,15,3,1,Tuesday,March
March 16,2011,60,41,0.68,0.0,2011-03-16,16,3,2,Wednesday,March
March 17,2011,65,44,0.0,0.0,2011-03-17,17,3,3,Thursday,March
March 18,2011,76,48,0.0,0.0,2011-03-18,18,3,4,Friday,March
March 19,2011,67,40,0.0,0.0,2011-03-19,19,3,5,Saturday,March
March 20,2011,52,34,0.0,0.0,2011-03-20,20,3,6,Sunday,March
March 21,2011,61,39,0.4,0.0,2011-03-21,21,3,0,Monday,March
March 22,2011,53,43,0.0,0.0,2011-03-22,22,3,1,Tuesday,March
March 23,2011,43,38,0.23,0.0,2011-03-23,23,3,2,Wednesday,March
March 24,2011,44,33,0.02,0.0,2011-03-24,24,3,3,Thursday,March
March 25,2011,45,28,0.0,0.0,2011-03-25,25,3,4,Friday,March
March 26,2011,43,27,0.0,0.0,2011-03-26,26,3,5,Saturday,March
March 27,2011,46,30,0.0,0.0,2011-03-27,27,3,6,Sunday,March
March 28,2011,47,28,0.0,0.0,2011-03-28,28,3,0,Monday,March
March 29,2011,52,31,0.0,0.0,2011-03-29,29,3,1,Tuesday,March
March 30,2011,51,33,0.0,0.0,2011-03-30,30,3,2,Wednesday,March
March 31,2011,44,39,0.05,0.0,2011-03-31,31,3,3,Thursday,March
April 1,2011,48,35,0.2,0.0,2011-04-01,1,4,4,Friday,April
April 2,2011,54,35,0.0,0.0,2011-04-02,2,4,5,Saturday,April
April 3,2011,59,37,0.01,0.0,2011-04-03,3,4,6,Sunday,April
April 4,2011,79,46,0.0,0.0,2011-04-04,4,4,0,Monday,April
April 5,2011,70,39,0.15,0.0,2011-04-05,5,4,1,Tuesday,April
April 6,2011,58,35,0.0,0.0,2011-04-06,6,4,2,Wednesday,April
April 7,2011,57,43,0.0,0.0,2011-04-07,7,4,3,Thursday,April
April 8,2011,47,40,0.68,0.0,2011-04-08,8,4,4,Friday,April
April 9,2011,58,41,0.0,0.0,2011-04-09,9,4,5,Saturday,April
April 10,2011,62,48,0.0,0.0,2011-04-10,10,4,6,Sunday,April
April 11,2011,83,51,0.0,0.0,2011-04-11,11,4,0,Monday,April
April 12,2011,73,48,0.57,0.0,2011-04-12,12,4,1,Tuesday,April
April 13,2011,54,46,0.08,0.0,2011-04-13,13,4,2,Wednesday,April
April 14,2011,69,47,0.0,0.0,2011-04-14,14,4,3,Thursday,April
April 15,2011,57,43,0.0,0.0,2011-04-15,15,4,4,Friday,April
April 16,2011,61,43,3.11,0.0,2011-04-16,16,4,5,Saturday,April
April 17,2011,63,50,0.01,0.0,2011-04-17,17,4,6,Sunday,April
April 18,2011,66,50,0.0,0.0,2011-04-18,18,4,0,Monday,April
April 19,2011,58,49,0.01,0.0,2011-04-19,19,4,1,Tuesday,April
April 20,2011,83,46,0.0,0.0,2011-04-20,20,4,2,Wednesday,April
April 21,2011,67,46,0.0,0.0,2011-04-21,21,4,3,Thursday,April
April 22,2011,52,40,0.0,0.0,2011-04-22,22,4,4,Friday,April
April 23,2011,69,43,0.38,0.0,2011-04-23,23,4,5,Saturday,April
April 24,2011,84,57,0.02,0.0,2011-04-24,24,4,6,Sunday,April
April 25,2011,85,59,0.01,0.0,2011-04-25,25,4,0,Monday,April
April 26,2011,83,67,0.0,0.0,2011-04-26,26,4,1,Tuesday,April
April 27,2011,80,66,0.02,0.0,2011-04-27,27,4,2,Wednesday,April
April 28,2011,79,65,0.04,0.0,2011-04-28,28,4,3,Thursday,April
April 29,2011,68,52,0.0,0.0,2011-04-29,29,4,4,Friday,April
April 30,2011,67,49,0.0,0.0,2011-04-30,30,4,5,Saturday,April
May 1,2011,70,46,0.0,0.0,2011-05-01,1,5,6,Sunday,May
May 2,2011,72,55,0.0,0.0,2011-05-02,2,5,0,Monday,May
May 3,2011,83,58,0.0,0.0,2011-05-03,3,5,1,Tuesday,May
May 4,2011,67,49,0.47,0.0,2011-05-04,4,5,2,Wednesday,May
May 5,2011,67,48,0.0,0.0,2011-05-05,5,5,3,Thursday,May
May 6,2011,72,46,0.0,0.0,2011-05-06,6,5,4,Friday,May
May 7,2011,73,51,0.0,0.0,2011-05-07,7,5,5,Saturday,May
May 8,2011,74,50,0.0,0.0,2011-05-08,8,5,6,Sunday,May
May 9,2011,72,53,0.0,0.0,2011-05-09,9,5,0,Monday,May
May 10,2011,76,52,0.0,0.0,2011-05-10,10,5,1,Tuesday,May
May 11,2011,74,50,0.0,0.0,2011-05-11,11,5,2,Wednesday,May
May 12,2011,76,53,0.0,0.0,2011-05-12,12,5,3,Thursday,May
May 13,2011,73,52,0.0,0.0,2011-05-13,13,5,4,Friday,May
May 14,2011,64,57,0.21,0.0,2011-05-14,14,5,5,Saturday,May
May 15,2011,77,60,0.16,0.0,2011-05-15,15,5,6,Sunday,May
May 16,2011,76,61,0.02,0.0,2011-05-16,16,5,0,Monday,May
May 17,2011,69,58,0.36,0.0,2011-05-17,17,5,1,Tuesday,May
May 18,2011,70,60,0.24,0.0,2011-05-18,18,5,2,Wednesday,May
May 19,2011,76,58,0.36,0.0,2011-05-19,19,5,3,Thursday,May
May 20,2011,67,57,0.06,0.0,2011-05-20,20,5,4,Friday,May
May 21,2011,81,56,0.0,0.0,2011-05-21,21,5,5,Saturday,May
May 22,2011,67,59,0.0,0.0,2011-05-22,22,5,6,Sunday,May
May 23,2011,80,59,0.03,0.0,2011-05-23,23,5,0,Monday,May
May 24,2011,86,68,0.0,0.0,2011-05-24,24,5,1,Tuesday,May
May 25,2011,85,65,0.0,0.0,2011-05-25,25,5,2,Wednesday,May
May 26,2011,91,63,0.0,0.0,2011-05-26,26,5,3,Thursday,May
May 27,2011,87,68,0.0,0.0,2011-05-27,27,5,4,Friday,May
May 28,2011,86,68,0.0,0.0,2011-05-28,28,5,5,Saturday,May
May 29,2011,88,67,0.0,0.0,2011-05-29,29,5,6,Sunday,May
May 30,2011,93,72,0.0,0.0,2011-05-30,30,5,0,Monday,May
May 31,2011,94,72,0.0,0.0,2011-05-31,31,5,1,Tuesday,May
June 1,2011,96,70,0.0,0.0,2011-06-01,1,6,2,Wednesday,June
June 2,2011,84,65,0.0,0.0,2011-06-02,2,6,3,Thursday,June
June 3,2011,80,58,0.0,0.0,2011-06-03,3,6,4,Friday,June
June 4,2011,79,56,0.0,0.0,2011-06-04,4,6,5,Saturday,June
June 5,2011,76,62,0.0,0.0,2011-06-05,5,6,6,Sunday,June
June 6,2011,83,60,0.0,0.0,2011-06-06,6,6,0,Monday,June
June 7,2011,89,66,0.0,0.0,2011-06-07,7,6,1,Tuesday,June
June 8,2011,97,70,0.0,0.0,2011-06-08,8,6,2,Wednesday,June
June 9,2011,99,66,0.18,0.0,2011-06-09,9,6,3,Thursday,June
June 10,2011,90,72,0.0,0.0,2011-06-10,10,6,4,Friday,June
June 11,2011,83,66,0.61,0.0,2011-06-11,11,6,5,Saturday,June
June 12,2011,81,64,0.05,0.0,2011-06-12,12,6,6,Sunday,June
June 13,2011,75,66,0.0,0.0,2011-06-13,13,6,0,Monday,June
June 14,2011,77,59,0.09,0.0,2011-06-14,14,6,1,Tuesday,June
June 15,2011,84,57,0.0,0.0,2011-06-15,15,6,2,Wednesday,June
June 16,2011,81,65,0.08,0.0,2011-06-16,16,6,3,Thursday,June
June 17,2011,83,67,1.38,0.0,2011-06-17,17,6,4,Friday,June
June 18,2011,87,68,0.0,0.0,2011-06-18,18,6,5,Saturday,June
June 19,2011,86,70,0.0,0.0,2011-06-19,19,6,6,Sunday,June
June 20,2011,79,69,0.0,0.0,2011-06-20,20,6,0,Monday,June
