"COU","Country","IND","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"ITA","Italy","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2016","2016",94.9,,
"ITA","Italy","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2017","2017",93.9,,
"ITA","Italy","CWB27","Adolescents (15-year-olds) with parents interested in and supportive of their education (%)","2015","2015",89.9,,
"ITA","Italy","CWB29","Adolescents (15-year-olds) who want top grades at school (%)","2015","2015",88,,
"ITA","Italy","CWB31","Adolescents (15-year-olds) who expect to complete a university degree (%)","2015","2015",38.3,,
"ITA","Italy","CWB32","Adolescents (15-year-olds) who feel like they belong in school (%)","2015","2015",67.3,,
"ITA","Italy","CWB35A","Reading performance at age 15 (PISA)","2015","2015",484.8,,
"ITA","Italy","CWB35B","Mathematics performance at age 15 (PISA)","2015","2015",489.7,,
"ITA","Italy","CWB40","Adolescents (15-year-olds) who are high or extreme internet users (%)","2015","2015",63.2,,
"ITA","Italy","CWB40","Adolescents (15-year-olds) who are high or extreme internet users (%)","2018","2018",72.8,,
"ITA","Italy","CWB42","Adolescents (15-year-olds) who do unpaid work in the home, before or after school (%) ","2015","2015",74.9,,
"ITA","Italy","CWB44A","Adolescents (15-year-olds) reporting high life satisfaction (%)","2015","2015",24.2,,
"ITA","Italy","CWB44B","Adolescents (15-year-olds) reporting low life satisfaction (%)","2015","2015",14.7,,
"ITA","Italy","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2014","2014",47.7,,
"ITA","Italy","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2015","2015",47.7,,
"ITA","Italy","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2016","2016",47.7,,
"ITA","Italy","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2017","2017",47.7,,
"ITA","Italy","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2018","2018",47.7,,
"ITA","Italy","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2014","2014",0.2,,
"ITA","Italy","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2015","2015",0.2,,
"ITA","Italy","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2016","2016",0.4,,
"ITA","Italy","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2017","2017",0.4,,
"ITA","Italy","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2018","2018",0.8,,
"JPN","Japan","CWB1A","Children (0-17) living with two parents (%)","2015","2015",87.6,,
"JPN","Japan","CWB1B","Children (0-17) living with a single parent (%)","2015","2015",12.2,,
"JPN","Japan","CWB1C","Children (0-17) living in 'other' types of household (%)","2015","2015",0.6,,
"JPN","Japan","CWB8A","Adolescents (15-year-olds) who report talking to their parents before or after school (%)","2015","2015",95.5,,
"JPN","Japan","CWB16","Adolescents (15-year-olds) skipping either breakfast or dinner (%)","2015","2015",8.5,,
"JPN","Japan","CWB17A","Adolescents (15-year-olds) who report doing no physical activity outside of school (%)","2015","2015",18,,
"JPN","Japan","CWB17B","Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%)","2015","2015",46.8,,
"JPN","Japan","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2014","2014",91,,
"JPN","Japan","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2015","2015",91,,
"JPN","Japan","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2016","2016",91.8,,
"JPN","Japan","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2017","2017",91.4,,
"JPN","Japan","CWB27","Adolescents (15-year-olds) with parents interested in and supportive of their education (%)","2015","2015",82,,
"JPN","Japan","CWB29","Adolescents (15-year-olds) who want top grades at school (%)","2015","2015",64.8,,
"JPN","Japan","CWB31","Adolescents (15-year-olds) who expect to complete a university degree (%)","2015","2015",58.7,,
"JPN","Japan","CWB32","Adolescents (15-year-olds) who feel like they belong in school (%)","2015","2015",81.9,,
"JPN","Japan","CWB35A","Reading performance at age 15 (PISA)","2015","2015",516,,
"JPN","Japan","CWB35B","Mathematics performance at age 15 (PISA)","2015","2015",532.4,,
"JPN","Japan","CWB40","Adolescents (15-year-olds) who are high or extreme internet users (%)","2015","2015",37,,
"JPN","Japan","CWB40","Adolescents (15-year-olds) who are high or extreme internet users (%)","2018","2018",47.9,,
"JPN","Japan","CWB42","Adolescents (15-year-olds) who do unpaid work in the home, before or after school (%) ","2015","2015",68.4,,
"JPN","Japan","CWB44A","Adolescents (15-year-olds) reporting high life satisfaction (%)","2015","2015",23.8,,
"JPN","Japan","CWB44B","Adolescents (15-year-olds) reporting low life satisfaction (%)","2015","2015",16.1,,
"JPN","Japan","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2014","2014",58,,
"JPN","Japan","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2015","2015",58,,
"JPN","Japan","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2016","2016",58,,
"JPN","Japan","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2017","2017",58,,
"JPN","Japan","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2018","2018",58,,
"JPN","Japan","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2014","2014",52,,
"JPN","Japan","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2015","2015",52,,
"JPN","Japan","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2016","2016",52,,
"JPN","Japan","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2017","2017",52,,
"JPN","Japan","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2018","2018",52,,
"KOR","Korea","CWB8A","Adolescents (15-year-olds) who report talking to their parents before or after school (%)","2015","2015",90.3,,
"KOR","Korea","CWB8B","Adolescents (15-year-olds) whose parents report spending time ""just talking to my child"" every day or almost every day (%)","2015","2015",53.7,,
"KOR","Korea","CWB16","Adolescents (15-year-olds) skipping either breakfast or dinner (%)","2015","2015",26.1,,
"KOR","Korea","CWB17A","Adolescents (15-year-olds) who report doing no physical activity outside of school (%)","2015","2015",13.8,,
"KOR","Korea","CWB17B","Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%)","2015","2015",36,,
"KOR","Korea","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2014","2014",92.5,,
"KOR","Korea","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2015","2015",91.9,,
"KOR","Korea","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2016","2016",93.4,,
"KOR","Korea","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2017","2017",94.6,,
"KOR","Korea","CWB27","Adolescents (15-year-olds) with parents interested in and supportive of their education (%)","2015","2015",94.4,,
"KOR","Korea","CWB29","Adolescents (15-year-olds) who want top grades at school (%)","2015","2015",86.7,,
"KOR","Korea","CWB31","Adolescents (15-year-olds) who expect to complete a university degree (%)","2015","2015",75.3,,
"KOR","Korea","CWB32","Adolescents (15-year-olds) who feel like they belong in school (%)","2015","2015",79.5,,
"KOR","Korea","CWB35A","Reading performance at age 15 (PISA)","2015","2015",517.4,,
"KOR","Korea","CWB35B","Mathematics performance at age 15 (PISA)","2015","2015",524.1,,
"KOR","Korea","CWB40","Adolescents (15-year-olds) who are high or extreme internet users (%)","2015","2015",21.7,,
"KOR","Korea","CWB40","Adolescents (15-year-olds) who are high or extreme internet users (%)","2018","2018",43.6,,
"KOR","Korea","CWB42","Adolescents (15-year-olds) who do unpaid work in the home, before or after school (%) ","2015","2015",39.6,,
"KOR","Korea","CWB44A","Adolescents (15-year-olds) reporting high life satisfaction (%)","2015","2015",18.6,,
"KOR","Korea","CWB44B","Adolescents (15-year-olds) reporting low life satisfaction (%)","2015","2015",21.6,,
"KOR","Korea","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2014","2014",64.9,,
"KOR","Korea","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2015","2015",64.9,,
"KOR","Korea","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2016","2016",64.9,,
"KOR","Korea","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2017","2017",64.9,,
"KOR","Korea","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2018","2018",64.9,,
"KOR","Korea","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2014","2014",52.6,,
"KOR","Korea","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2015","2015",52.6,,
"KOR","Korea","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2016","2016",52.6,,
"KOR","Korea","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2017","2017",52.6,,
"KOR","Korea","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2018","2018",52.6,,
"MEX","Mexico","CWB8A","Adolescents (15-year-olds) who report talking to their parents before or after school (%)","2015","2015",89.9,,
"MEX","Mexico","CWB8B","Adolescents (15-year-olds) whose parents report spending time ""just talking to my child"" every day or almost every day (%)","2015","2015",43.4,,
"MEX","Mexico","CWB16","Adolescents (15-year-olds) skipping either breakfast or dinner (%)","2015","2015",25.5,,
"MEX","Mexico","CWB17A","Adolescents (15-year-olds) who report doing no physical activity outside of school (%)","2015","2015",6.2,,
"MEX","Mexico","CWB17B","Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%)","2015","2015",47.8,,
"MEX","Mexico","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2014","2014",81.7,,
"MEX","Mexico","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2015","2015",82.3,,
"MEX","Mexico","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2016","2016",82.6,,
"MEX","Mexico","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2017","2017",83.8,,
"MEX","Mexico","CWB27","Adolescents (15-year-olds) with parents interested in and supportive of their education (%)","2015","2015",88.7,,
"MEX","Mexico","CWB29","Adolescents (15-year-olds) who want top grades at school (%)","2015","2015",96.4,,
"MEX","Mexico","CWB31","Adolescents (15-year-olds) who expect to complete a university degree (%)","2015","2015",58.4,,
"MEX","Mexico","CWB32","Adolescents (15-year-olds) who feel like they belong in school (%)","2015","2015",76.1,,
"MEX","Mexico","CWB35A","Reading performance at age 15 (PISA)","2015","2015",423.3,,
"MEX","Mexico","CWB35B","Mathematics performance at age 15 (PISA)","2015","2015",408,,
"MEX","Mexico","CWB40","Adolescents (15-year-olds) who are high or extreme internet users (%)","2015","2015",45.1,,
"MEX","Mexico","CWB40","Adolescents (15-year-olds) who are high or extreme internet users (%)","2018","2018",54.2,,
"MEX","Mexico","CWB42","Adolescents (15-year-olds) who do unpaid work in the home, before or after school (%) ","2015","2015",81.6,,
"MEX","Mexico","CWB44A","Adolescents (15-year-olds) reporting high life satisfaction (%)","2015","2015",58.5,,
"MEX","Mexico","CWB44B","Adolescents (15-year-olds) reporting low life satisfaction (%)","2015","2015",6.4,,
"MEX","Mexico","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2014","2014",12,,
"MEX","Mexico","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2015","2015",12,,
"MEX","Mexico","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2016","2016",12,,
